,Country,Year,Index,Rank,Regional Indicator,Life Ladder,Log GDP Per Capita,Social Support,Healthy Life Expectancy At Birth,Freedom To Make Life Choices,Generosity,Perceptions Of Corruption,Positive Affect,Negative Affect
1042,Turkiye,2019,5.373,79,,4.87207365,10.24530506,0.791656196,68.40000153,0.631083786,-0.139380321,0.760442197,0.34748134,0.368088663
1043,Turkiye,2020,5.132,93,,4.861554146,10.25671864,0.856730223,68.57499695,0.510385871,-0.117426276,0.774417162,0.331563056,0.440387309
1044,Turkiye,2021,4.948,104,,4.366639614,10.35668087,0.736194909,68.75,0.44652763,-0.036791019,0.810165942,0.297092021,0.470578879
1045,Turkmenistan,2013,5.628,59,Commonwealth of Independent States,5.391762733,9.312130928,0.845733166,61.06000137,0.704529464,-0.071969107,,0.551942766,0.159606159
1046,Turkmenistan,2015,5.548,70,Commonwealth of Independent States,5.791460037,9.436701775,0.960158467,61.70000076,0.701358378,0.092151947,,0.633318007,0.301038891
1047,Turkmenistan,2016,5.658,65,Commonwealth of Independent States,5.887051582,9.479299545,0.929032266,61.79999924,0.7485044,0.003983712,,0.55969739,0.255499244
1048,Turkmenistan,2017,5.822,59,Commonwealth of Independent States,5.229148865,9.525407791,0.908454895,61.90000153,0.720399201,0.065373786,,0.487965137,0.349627674
1049,Turkmenistan,2018,5.636,68,Commonwealth of Independent States,4.620601654,9.56949234,0.984488964,62.0,0.857774079,0.258954704,,0.567175508,0.189024538
1050,Turkmenistan,2019,5.247,87,Commonwealth of Independent States,5.474299908,9.615312576,0.981501758,62.09999847,0.891526878,0.284132421,,0.49389109,0.183343247
1051,Uganda,2013,4.443,120,Sub-Saharan Africa,3.709578753,7.614126205,0.878275216,54.61999893,0.76302135,0.049727295,0.820480824,0.646537483,0.34635675
1052,Uganda,2015,3.931,141,Sub-Saharan Africa,4.237686634,7.653903008,0.746633112,56.29999924,0.757835329,0.131468296,0.872740388,0.678660333,0.352847546
1053,Uganda,2016,3.739,145,Sub-Saharan Africa,4.233261108,7.667255402,0.753540218,56.77500153,0.739409745,0.127932861,0.811069787,0.664561212,0.410066664
1054,Uganda,2017,4.081,133,Sub-Saharan Africa,4.000516891,7.663124561,0.739956141,57.25,0.772344112,0.056213588,0.81577003,0.688604355,0.400025725
1055,Uganda,2018,4.161,135,Sub-Saharan Africa,4.321714878,7.690243721,0.739841044,57.72499847,0.728512764,0.075058661,0.856106222,0.686664224,0.390319228
1056,Uganda,2019,4.189,136,Sub-Saharan Africa,4.948051453,7.718692303,0.805487394,58.20000076,0.704376638,0.134901896,0.825612605,0.689078808,0.385220796
1057,Uganda,2020,4.432,126,Sub-Saharan Africa,4.640909672,7.714449883,0.800461173,58.67499924,0.687482119,0.143275976,0.877587259,0.705435634,0.424706668
1058,Uganda,2021,4.636,119,Sub-Saharan Africa,4.224533558,7.717090607,0.793349564,59.15000153,0.710621119,0.084252886,0.835011721,0.699308991,0.358832955
1059,Ukraine,2013,5.057,87,Commonwealth of Independent States,4.710802555,9.474287987,0.896510422,63.15999985,0.568715692,-0.222087637,0.937324286,0.571862519,0.224595502
1060,Ukraine,2015,4.681,111,Commonwealth of Independent States,3.964542866,9.325107574,0.909439743,63.79999924,0.43059203,-0.036331616,0.952472746,0.531036317,0.241075858
1061,Ukraine,2016,4.324,123,Commonwealth of Independent States,4.028690338,9.353255272,0.884961367,63.92499924,0.5025419,0.007415353,0.891075134,0.549968243,0.219624251
1062,Ukraine,2017,4.096,132,Commonwealth of Independent States,4.311067104,9.380973816,0.858324885,64.05000305,0.598875523,-0.005324224,0.936764002,0.528048277,0.234763831
1063,Ukraine,2018,4.103,138,Commonwealth of Independent States,4.661909103,9.420351982,0.900936723,64.17500305,0.663055062,-0.077508025,0.942960739,0.550485551,0.221851483
1064,Ukraine,2019,4.332,133,Commonwealth of Independent States,4.701762199,9.457587242,0.88272649,64.30000305,0.715311766,-0.084162027,0.885004938,0.548534453,0.201131731
1065,Ukraine,2020,4.561,123,Commonwealth of Independent States,5.269675732,9.42607975,0.884686291,64.42500305,0.784273446,0.123323813,0.945668995,0.628791153,0.284736186
1066,Ukraine,2021,4.875,110,Commonwealth of Independent States,5.311355114,9.46835804,0.879308522,64.55000305,0.769904315,0.16855143,0.922350943,0.574909985,0.25038904
1067,Ukraine,2022,5.084,98,Commonwealth of Independent States,4.63743639,9.049329758,0.863068104,64.67500305,0.829034388,0.427582234,0.851863027,0.526714623,0.389885187
1068,United Arab Emirates,2013,7.144,14,Middle East and North Africa,6.620951176,11.04059601,0.863715768,65.27999878,0.93597883,,,,0.29111284
1069,United Arab Emirates,2015,6.901,20,Middle East and North Africa,6.568397522,11.12838936,0.824136674,65.40000153,0.915036201,0.19346121,,0.722089231,0.295732975
1070,United Arab Emirates,2016,6.573,28,Middle East and North Africa,6.83095026,11.1738739,0.849379838,65.55000305,0.949119508,0.121524878,,0.739080667,0.244667903
1071,United Arab Emirates,2017,6.648,21,Middle East and North Africa,7.039419651,11.17300034,0.83552736,65.69999695,0.962016642,0.207089752,,0.737348914,0.207598448
1072,United Arab Emirates,2018,6.774,20,Middle East and North Africa,6.603743553,11.17815971,0.851041317,65.84999847,0.943664372,0.044617459,,0.722823083,0.302041829
1073,United Arab Emirates,2019,6.825,21,Middle East and North Africa,6.710782528,11.18139076,0.861533284,66.0,0.911419511,0.119297586,,0.730051637,0.283763289
1074,United Arab Emirates,2020,6.791,21,Middle East and North Africa,6.458392143,11.12237263,0.826755583,66.15000153,0.9421615,0.050476916,,0.70239532,0.298480302
1075,United Arab Emirates,2021,6.561,25,Middle East and North Africa,6.733067513,11.15244007,0.826060593,66.30000305,0.95132792,0.151218623,,0.696669996,0.217109919
1076,United Arab Emirates,2022,6.576,24,Middle East and North Africa,6.737605572,11.20181751,0.797737062,66.44999695,0.93229568,0.170801714,,0.715105414,0.241539121
1077,United Kingdom,2013,6.883,22,Western Europe,6.918055058,10.67341232,0.936884105,69.58000183,0.905278027,0.342465341,0.568043172,0.71891278,0.252095789
1078,United Kingdom,2015,6.867,21,Western Europe,6.515445232,10.71326923,0.935985744,69.69999695,0.832926095,0.295811176,0.456133723,0.739562273,0.219261855
1079,United Kingdom,2016,6.725,23,Western Europe,6.8242836,10.72711086,0.954068184,69.80000305,0.821192145,0.245829523,0.458313286,0.732421219,0.22958678
1080,United Kingdom,2017,6.714,19,Western Europe,7.103273392,10.74445915,0.937495291,69.90000153,0.812733293,0.286357582,0.418611348,0.712404668,0.20957242
1081,United Kingdom,2018,6.814,19,Western Europe,7.233445168,10.75530624,0.928483903,70.0,0.83750838,0.221139982,0.404276013,0.736233234,0.228275612
1082,United Kingdom,2019,7.054,15,Western Europe,7.157151222,10.76558113,0.942681074,70.09999847,0.85403955,0.265269667,0.485092282,0.738786042,0.251014441
1083,United Kingdom,2020,7.165,13,Western Europe,6.798177242,10.64504623,0.929353237,70.19999695,0.884624004,0.19695583,0.490203947,0.717481315,0.224655122
1084,United Kingdom,2021,7.064,17,Western Europe,6.866961956,10.71394444,0.854029596,70.30000305,0.815077186,0.253572524,0.447526574,0.683882475,0.265625894
1085,United Kingdom,2022,6.943,17,Western Europe,6.721779823,10.75374222,0.8634395,70.40000153,0.857062578,0.309394181,0.426054806,0.722764194,0.270162135
1086,United States,2013,7.082,17,North America and ANZ,7.249285221,10.94091511,0.92539686,66.63999939,0.79225564,0.26937291,0.746894062,0.776115954,0.260328352
1087,United States,2015,7.119,15,North America and ANZ,6.863946915,10.97554302,0.903571069,66.59999847,0.848753452,0.215132326,0.697542608,0.768670917,0.274687767
1088,United States,2016,7.104,13,North America and ANZ,6.803599834,10.98483372,0.896751285,66.47499847,0.757893085,0.139648169,0.738919556,0.736573935,0.264203817
1089,United States,2017,6.993,14,North America and ANZ,6.9917593,11.00067806,0.921002865,66.34999847,0.868496716,0.192887589,0.681191266,0.754558206,0.268269062
1090,United States,2018,6.886,18,North America and ANZ,6.882684708,11.02444267,0.903856039,66.22499847,0.824606657,0.111657284,0.709928274,0.757445514,0.292226255
1091,United States,2019,6.892,19,North America and ANZ,6.943701267,11.04257393,0.916691124,66.09999847,0.836139023,0.139838308,0.706715524,0.755090654,0.243833661
1092,United States,2020,6.94,18,North America and ANZ,7.028088093,11.0048933,0.937369823,65.97499847,0.850447297,0.029316831,0.678124607,0.721989095,0.295499027
1093,United States,2021,6.951,19,North America and ANZ,6.959087849,11.06146431,0.920008719,65.84999847,0.815734804,0.190033197,0.686591566,0.739682019,0.277191907
1094,United States,2022,6.977,16,North America and ANZ,6.692790031,11.07859612,0.900261819,65.72499847,0.735639811,0.190581053,0.701127529,0.711595833,0.267307669
1095,Uruguay,2013,6.355,37,Latin America and Caribbean,6.444464684,9.991471291,0.917279661,67.33999634,0.888278008,-0.053028893,0.585632265,0.742915869,0.253228515
1096,Uruguay,2015,6.485,32,Latin America and Caribbean,6.628080368,10.02066708,0.891493499,67.5,0.916879654,-0.042211991,0.673475683,0.811901748,0.299538106
1097,Uruguay,2016,6.545,29,Latin America and Caribbean,6.171485424,10.03421211,0.900380909,67.5,0.886371911,-0.081924766,0.676212788,0.734732747,0.283180267
1098,Uruguay,2017,6.454,28,Latin America and Caribbean,6.336009979,10.04789066,0.91380167,67.5,0.897851646,-0.10079544,0.626581967,0.742276073,0.280323356
1099,Uruguay,2018,6.379,31,Latin America and Caribbean,6.371714592,10.05124474,0.917315602,67.5,0.876210928,-0.105916657,0.682916045,0.774895191,0.274945587
1100,Uruguay,2019,6.293,33,Latin America and Caribbean,6.600337029,10.05434418,0.933470964,67.5,0.902678788,-0.104386106,0.599399626,0.763834417,0.221730188
1101,Uruguay,2020,6.44,26,Latin America and Caribbean,6.309681416,9.990978241,0.921070337,67.5,0.907761931,-0.091452166,0.491007835,0.720520616,0.264692068
1102,Uruguay,2021,6.431,31,Latin America and Caribbean,6.501700401,10.0345459,0.913873136,67.5,0.8987239,-0.050625291,0.60564214,0.746208131,0.26320982
1103,Uruguay,2022,6.474,30,Latin America and Caribbean,6.670852661,10.08412075,0.904825211,67.5,0.877968609,-0.051668242,0.631336689,0.774694264,0.267484903
1104,Uzbekistan,2013,5.623,60,Commonwealth of Independent States,5.939986229,8.662359238,0.962780654,63.02000046,0.949539959,-0.040499594,0.433931798,0.686188698,0.130197287
1105,Uzbekistan,2015,6.003,44,Commonwealth of Independent States,5.972364426,8.764227867,0.968225241,63.5,0.979937136,0.368484914,0.470916927,0.778201997,0.103493795
1106,Uzbekistan,2016,5.987,49,Commonwealth of Independent States,5.892539024,8.804467201,0.945102155,63.79999924,0.983803034,0.202084795,,0.77125746,0.146897659
1107,Uzbekistan,2017,5.971,47,Commonwealth of Independent States,6.421447754,8.830646515,0.942131102,64.09999847,0.985177755,0.116439149,0.464641601,0.745110095,0.202737495
1108,Uzbekistan,2018,6.096,44,Commonwealth of Independent States,6.205460072,8.865442276,0.920821011,64.40000153,0.969897985,0.311532587,0.520360112,0.746031344,0.208660305
1109,Uzbekistan,2019,6.174,41,Commonwealth of Independent States,6.154049397,8.90220356,0.915275931,64.69999695,0.970294535,0.298114806,0.511196852,0.751279771,0.219745517
1110,Uzbekistan,2020,6.258,38,Commonwealth of Independent States,5.841929913,8.901668549,0.849564791,65.0,0.928216279,0.193077326,0.642043591,0.67792666,0.278508723
1111,Uzbekistan,2021,6.179,42,Commonwealth of Independent States,6.18530798,8.953489304,0.895503759,65.30000305,0.927415252,0.186012119,0.661561668,0.698459327,0.232672125
1112,Uzbekistan,2022,6.063,53,Commonwealth of Independent States,6.016238689,8.989866257,0.878923297,65.59999847,0.959019244,0.308950752,0.615844429,0.741081834,0.224579901
1113,Venezuela,2013,7.039,20,Latin America and Caribbean,6.552796364,9.801931381,0.896301091,65.18000031,0.64196521,-0.227711573,0.837299705,0.812144101,0.237609103
1114,Venezuela,2015,6.81,23,Latin America and Caribbean,5.568800449,8.532186508,0.911086857,65.09999847,0.512159348,-0.085864797,0.813096821,0.837068617,0.222635239
1115,Venezuela,2016,6.084,44,Latin America and Caribbean,4.041114807,7.602412224,0.901949286,64.92500305,0.457601577,-0.056050498,0.890124679,0.675662339,0.391754121
1116,Venezuela,2017,5.25,82,Latin America and Caribbean,5.070750713,5.943209171,0.895879328,64.75,0.635505021,0.054433815,0.843969226,0.697486162,0.362984866
1117,Venezuela,2018,4.806,102,Latin America and Caribbean,5.005663395,5.935121536,0.886882067,64.57499695,0.610855222,0.072311707,0.827560008,0.723259926,0.373657614
1118,Venezuela,2019,4.707,108,Latin America and Caribbean,5.080803394,5.526723385,0.88767153,64.40000153,0.62552619,0.128371239,0.839340389,0.729552984,0.35095045
1119,Venezuela,2020,5.053,99,Latin America and Caribbean,4.573829651,,0.80522424,64.22499847,0.611814618,,0.811319113,0.689349473,0.396250457
1120,Venezuela,2021,4.892,107,Latin America and Caribbean,5.107553005,,0.812418044,64.05000305,0.595620394,,0.823898435,0.697586775,0.389350802
1121,Venezuela,2022,4.925,108,Latin America and Caribbean,5.948992252,,0.899366319,63.875,0.770416737,,0.798016429,0.754336953,0.292252004
1122,Vietnam,2013,5.533,63,Southeast Asia,5.022698879,8.889822006,0.75947696,64.73999786,0.91960746,-0.045563158,0.771245837,0.688877702,0.165225267
1123,Vietnam,2015,5.36,75,Southeast Asia,5.076315403,8.998518944,0.848676682,64.90000153,,0.066410445,,0.583119392,0.232416138
1124,Vietnam,2016,5.061,96,Southeast Asia,5.062267303,9.053183556,0.876323581,65.0,0.894351125,-0.109294027,0.799240172,0.487257183,0.222550198
1125,Vietnam,2017,5.074,94,Southeast Asia,5.175278664,9.110595703,,65.09999847,,,,,
1126,Vietnam,2018,5.103,95,Southeast Asia,5.295547009,9.173262596,0.83194524,65.19999695,0.909259796,-0.06076809,0.808422983,0.614404261,0.191061363
1127,Vietnam,2019,5.175,94,Southeast Asia,5.467451096,9.235228539,0.847592115,65.30000305,0.95246917,-0.145854294,0.787889242,0.657785714,0.18561019
1128,Vietnam,2020,5.353,83,Southeast Asia,5.462341785,9.254416466,0.764509618,65.40000153,0.944707036,0.065848432,0.791133821,0.699164987,0.286374211
1129,Vietnam,2021,5.411,79,Southeast Asia,5.540249825,9.271267891,0.799493909,65.5,0.896800399,0.106941305,0.797787547,0.650598168,0.28043741
1130,Vietnam,2022,5.485,77,Southeast Asia,6.266508579,9.332854271,0.878744006,65.59999847,0.975405157,-0.178986996,0.703422904,0.774236381,0.10847342
1131,Yemen,2013,4.054,142,Middle East and North Africa,4.217678547,8.166424751,0.693905294,58.47999954,0.542547464,-0.175701022,0.885196507,0.47832936,0.265685052
1132,Yemen,2015,4.077,136,Middle East and North Africa,2.982673883,7.772318363,0.668683469,58.40000153,0.609980762,-0.135051996,0.829097569,0.458002269,0.321357071
1133,Yemen,2016,3.724,147,Middle East and North Africa,3.825630903,7.552322388,0.775407016,58.17499924,0.532964051,-0.140765935,,0.401007384,0.227924526
1134,Yemen,2017,3.593,146,Middle East and North Africa,3.253560066,7.243477345,0.789555013,57.95000076,0.595190763,-0.124106795,,0.368106306,0.295063585
1135,Yemen,2018,3.355,152,Middle East and North Africa,3.057513952,7.443574429,0.789421916,57.72499847,0.55272609,-0.123615965,0.792586863,0.409409612,0.31486994
1136,Yemen,2019,3.38,151,Middle East and North Africa,4.196912766,7.447972775,0.870042801,57.5,0.651308239,-0.102915406,0.798228264,0.481123149,0.213043228
1137,Zambia,2013,5.006,91,Sub-Saharan Africa,5.243995667,8.110990524,0.761311531,51.38000107,0.769912362,-0.10499499,0.732267559,0.726740301,0.307959944
1138,Zambia,2015,5.129,85,Sub-Saharan Africa,4.843164444,8.121295929,0.691483498,52.70000076,0.758653641,-0.039224371,0.871019542,0.634061992,0.381731302
1139,Zambia,2016,4.795,106,Sub-Saharan Africa,4.347543716,8.126893044,0.76704663,53.125,0.811574519,0.122042373,0.770643592,0.687513888,0.372240722
1140,Zambia,2017,4.514,116,Sub-Saharan Africa,3.932777405,8.130200386,0.74375391,53.54999924,0.823168576,0.140128255,0.739540637,0.660320103,0.387188882
1141,Zambia,2018,4.377,125,Sub-Saharan Africa,4.041488171,8.139133453,0.717720389,53.97499847,0.79062593,0.048025679,0.810731292,0.662484407,0.350962847
1142,Zambia,2019,4.107,138,Sub-Saharan Africa,3.306796551,8.12336731,0.637894392,54.40000153,0.811039805,0.077647731,0.831956029,0.673511207,0.394385278
1143,Zambia,2020,3.759,141,Sub-Saharan Africa,4.837992191,8.065783501,0.766871631,54.82500076,0.750422418,0.057657126,0.809749782,0.679042757,0.344525933
1144,Zambia,2021,4.073,137,Sub-Saharan Africa,3.082154989,8.082337379,0.619071007,55.25,0.832573771,0.141229719,0.824030817,0.655689895,0.348551363
1145,Zimbabwe,2013,4.827,103,Sub-Saharan Africa,4.690187931,7.755186558,0.799273849,48.79999924,0.575884283,-0.089404978,0.830936551,0.623596251,0.182287797
1146,Zimbabwe,2015,4.61,115,Sub-Saharan Africa,3.70319128,7.74668026,0.735800326,51.20000076,0.667193294,-0.107364602,0.810457349,0.639001906,0.178861097
1147,Zimbabwe,2016,4.193,131,Sub-Saharan Africa,3.7354002,7.734831333,0.768425405,51.67499924,0.732971489,-0.078541413,0.72361201,0.685255527,0.208554924
1148,Zimbabwe,2017,3.875,138,Sub-Saharan Africa,3.63830018,7.754387379,0.754147053,52.15000153,0.752826095,-0.080725066,0.751208007,0.733641446,0.224051341
1149,Zimbabwe,2018,3.692,144,Sub-Saharan Africa,3.616479874,7.783066273,0.775388479,52.625,0.762674868,-0.05121934,0.844208658,0.657523572,0.211725846
1150,Zimbabwe,2019,3.663,146,Sub-Saharan Africa,2.693523169,7.697755337,0.759162307,53.09999847,0.631907582,-0.047463853,0.830651879,0.658433676,0.235354334
1151,Zimbabwe,2020,3.299,151,Sub-Saharan Africa,3.159802198,7.596050262,0.717242658,53.57500076,0.643302977,0.006313191,0.78852278,0.660658062,0.345736384
1152,Zimbabwe,2021,3.145,148,Sub-Saharan Africa,3.154578209,7.656878471,0.685150504,54.04999924,0.667636156,-0.075574532,0.756945193,0.609917223,0.241681874
1153,Zimbabwe,2022,2.995,144,Sub-Saharan Africa,3.296219587,7.670122623,0.666171908,54.52500153,0.651987135,-0.069513284,0.752632082,0.640609264,0.191350296
